ID,RegioS,Perioden,Totaal_2,Reactietijd0Tot15Minuten_3,Reactietijd15Tot30Minuten_4,Reactietijd30Tot45Minuten_5,Reactietijd45Tot60Minuten_6,Reactietijd60Tot120Minuten_7,ReactietijdMeerDan120Minuten_8
34661,GM0874,2020JJ00,0,0,0,0,0,0,0
34684,GM0479,2015JJ00,2049,1860,133,27,20,7,2
34697,GM0479,2016JJ00,3267,2767,347,92,29,28,4
34710,GM0479,2017JJ00,3362,2871,307,112,37,32,3
34723,GM0479,2018JJ00,3045,2657,246,83,28,27,4
34736,GM0479,2019JJ00,2839,2418,294,77,29,18,3
34749,GM0479,2020JJ00,2490,2103,269,60,24,23,11
34772,GM0297,2015JJ00,386,318,56,7,2,2,1
34785,GM0297,2016JJ00,408,339,56,7,1,4,1
34798,GM0297,2017JJ00,526,446,55,16,3,5,1
34811,GM0297,2018JJ00,497,409,61,14,9,3,1
34824,GM0297,2019JJ00,451,366,73,7,3,2,0
34837,GM0297,2020JJ00,467,373,74,12,2,4,2
34860,GM0473,2015JJ00,376,337,26,9,1,2,1
34873,GM0473,2016JJ00,512,462,38,8,4,0,0
34886,GM0473,2017JJ00,537,471,51,10,3,2,0
34899,GM0473,2018JJ00,539,466,51,10,5,6,1
34912,GM0473,2019JJ00,524,450,47,15,4,8,0
34925,GM0473,2020JJ00,403,345,39,10,3,4,2
34948,GM0707,2015JJ00,151,104,39,5,1,2,0
34961,GM0707,2016JJ00,133,109,19,3,1,0,1
34974,GM0707,2017JJ00,180,138,38,2,1,1,0
34987,GM0707,2018JJ00,228,163,54,5,0,5,1
35000,GM0707,2019JJ00,1,0,1,0,0,0,0
35013,GM0707,2020JJ00,0,0,0,0,0,0,0
35036,GM0478,2015JJ00,0,0,0,0,0,0,0
35049,GM0478,2016JJ00,0,0,0,0,0,0,0
35062,GM0478,2017JJ00,0,0,0,0,0,0,0
35075,GM0478,2018JJ00,0,0,0,0,0,0,0
35088,GM0478,2019JJ00,0,0,0,0,0,0,0
35101,GM0478,2020JJ00,0,0,0,0,0,0,0
35124,GM0050,2015JJ00,233,183,39,7,1,2,1
35137,GM0050,2016JJ00,342,244,61,23,5,7,2
35150,GM0050,2017JJ00,326,246,63,8,3,4,2
35163,GM0050,2018JJ00,332,261,50,10,3,4,4
35176,GM0050,2019JJ00,311,242,51,12,3,3,0
35189,GM0050,2020JJ00,336,249,60,12,5,7,3
35212,GM0355,2015JJ00,968,922,31,8,2,3,2
35225,GM0355,2016JJ00,1077,1019,45,8,3,2,0
35238,GM0355,2017JJ00,1217,1143,51,12,8,1,2
35251,GM0355,2018JJ00,1103,1043,49,6,1,4,0
35264,GM0355,2019JJ00,1134,1060,55,10,8,1,0
35277,GM0355,2020JJ00,1138,1059,59,14,3,3,0
35300,GM0299,2015JJ00,432,366,55,5,3,2,1
35313,GM0299,2016JJ00,512,440,52,9,5,5,1
35326,GM0299,2017JJ00,463,407,42,8,4,0,2
35339,GM0299,2018JJ00,667,555,84,11,7,6,4
35352,GM0299,2019JJ00,569,480,64,18,2,4,1
35365,GM0299,2020JJ00,599,505,73,10,5,5,1
35388,GM0637,2015JJ00,1728,1565,114,22,4,9,13
35401,GM0637,2016JJ00,1694,1550,108,22,6,3,5
35414,GM0637,2017JJ00,1568,1407,114,31,9,5,2
35427,GM0637,2018JJ00,1771,1587,134,29,7,13,1
35440,GM0637,2019JJ00,1793,1569,163,30,12,14,5
35453,GM0637,2020JJ00,1766,1499,180,44,18,22,3
35476,GM0638,2015JJ00,77,60,9,4,4,0,0
35489,GM0638,2016JJ00,90,73,17,0,0,0,0
35502,GM0638,2017JJ00,94,88,6,0,0,0,0
35515,GM0638,2018JJ00,104,87,15,0,1,1,0
35528,GM0638,2019JJ00,102,79,21,2,0,0,0
35541,GM0638,2020JJ00,120,93,22,2,2,1,0
35564,GM0056,2015JJ00,151,108,31,8,2,2,0
35577,GM0056,2016JJ00,162,104,48,5,2,2,1
35590,GM0056,2017JJ00,141,105,29,5,1,1,0
35603,GM0056,2018JJ00,112,85,21,3,1,1,0
35616,GM0056,2019JJ00,0,0,0,0,0,0,0
35629,GM0056,2020JJ00,0,0,0,0,0,0,0
35652,GM1892,2015JJ00,497,376,103,12,2,1,3
35665,GM1892,2016JJ00,556,412,119,12,5,5,3
35678,GM1892,2017JJ00,616,468,126,11,6,4,1
35691,GM1892,2018JJ00,614,461,136,13,3,1,0
35704,GM1892,2019JJ00,623,459,149,7,3,4,1
35717,GM1892,2020JJ00,642,496,120,14,6,3,3
35740,GM0879,2015JJ00,181,126,49,5,1,0,0
35753,GM0879,2016JJ00,198,130,58,5,3,2,0
35766,GM0879,2017JJ00,234,146,69,9,3,7,0
35779,GM0879,2018JJ00,234,143,72,14,2,3,0
35792,GM0879,2019JJ00,274,184,74,11,2,2,1
35805,GM0879,2020JJ00,270,178,76,10,4,1,1
35828,GM0301,2015JJ00,505,444,50,4,4,3,0
35841,GM0301,2016JJ00,684,600,67,8,3,5,1
35854,GM0301,2017JJ00,599,531,46,15,3,3,1
35867,GM0301,2018JJ00,579,537,32,3,1,6,0
35880,GM0301,2019JJ00,533,473,45,8,2,3,2
35893,GM0301,2020JJ00,504,442,47,8,2,3,2
35916,GM1896,2015JJ00,140,121,17,1,0,1,0
35929,GM1896,2016JJ00,146,112,30,2,2,0,0
35942,GM1896,2017JJ00,129,100,25,1,0,2,1
35955,GM1896,2018JJ00,130,105,20,3,0,2,0
35968,GM1896,2019JJ00,132,107,22,3,0,0,0
35981,GM1896,2020JJ00,121,95,22,3,0,1,0
36004,GM0642,2015JJ00,666,613,45,5,0,1,2
36017,GM0642,2016JJ00,719,661,44,8,4,1,1
36030,GM0642,2017JJ00,714,632,61,9,3,5,4
36043,GM0642,2018JJ00,768,651,93,18,2,3,1
36056,GM0642,2019JJ00,696,603,67,14,6,4,2
36069,GM0642,2020JJ00,686,582,72,18,6,6,2
36092,GM0193,2015JJ00,1520,1409,77,15,11,3,5
36105,GM0193,2016JJ00,1796,1601,146,28,11,10,0
36118,GM0193,2017JJ00,1947,1732,157,36,9,12,1
36131,GM0193,2018JJ00,1836,1626,149,35,9,12,5
36144,GM0193,2019JJ00,1462,1276,138,30,11,5,2
36157,GM0193,2020JJ00,1490,1292,139,35,14,7,3
36180,GM0998,2015JJ00,0,0,0,0,0,0,0
36193,GM0998,2016JJ00,0,0,0,0,0,0,0
36206,GM0998,2017JJ00,0,0,0,0,0,0,0
36219,GM0998,2018JJ00,0,0,0,0,0,0,0
36232,GM0998,2019JJ00,0,0,0,0,0,0,0
36245,GM0998,2020JJ00,0,0,0,0,0,0,0
36268,GM0999,2015JJ00,22,20,1,0,0,1,0
36281,GM0999,2016JJ00,19,12,5,2,0,0,0
36294,GM0999,2017JJ00,26,19,0,1,1,5,0
36307,GM0999,2018JJ00,25,18,2,1,0,4,0
36320,GM0999,2019JJ00,32,17,9,2,2,1,1
36333,GM0999,2020JJ00,17,13,2,0,0,2,0
